survey_depth,point_machine_classification,site_name,year,site_latitude,site_longitude,SITE_NO,REEF_NAME,mean_hcc,cyc_dis,dhw_dis,other_dis
3,HCC,Reef1 Site 2,4,-13.7370684475182,5.722890485259242,Site 2,Reef 1,66.32000000000001,0,0.4115834837454953,0.42893397970004843
3,HCC,Reef1 Site 2,5,-13.7370684475182,5.722890485259242,Site 2,Reef 1,66.64,0,0.37553490129934936,0.5549027579633865
3,HCC,Reef1 Site 2,6,-13.7370684475182,5.722890485259242,Site 2,Reef 1,65.66996446466538,0,0.45996119879352204,0.49561202399609855
3,HCC,Reef1 Site 2,7,-13.7370684475182,5.722890485259242,Site 2,Reef 1,64.51076676033722,0,0.42019374958079436,0.6114222156816751
3,HCC,Reef1 Site 2,8,-13.7370684475182,5.722890485259242,Site 2,Reef 1,61.23967691894724,0,0.4092358718697026,0.7349780876100522
3,HCC,Reef1 Site 2,9,-13.7370684475182,5.722890485259242,Site 2,Reef 1,59.38877559213167,0,0.5065984623850409,0.2895460729557203
3,HCC,Reef1 Site 2,10,-13.7370684475182,5.722890485259242,Site 2,Reef 1,56.58460685468882,0,0.3591729242238499,0.4965564303237108
3,HCC,Reef1 Site 2,11,-13.7370684475182,5.722890485259242,Site 2,Reef 1,53.92,0,0.5101462303184024,0.4677487120274765
3,HCC,Reef1 Site 2,12,-13.7370684475182,5.722890485259242,Site 2,Reef 1,55.18354074668808,0.31291116412215525,0.3921774652201311,0.698033642635055
3,HCC,Reef1 Site 2,13,-13.7370684475182,5.722890485259242,Site 2,Reef 1,52.72,0,0.4149027466970811,0.6280583283495641
3,HCC,Reef1 Site 2,14,-13.7370684475182,5.722890485259242,Site 2,Reef 1,50.26781212364512,0,0.4439642763366148,0.4312480065167475
3,HCC,Reef1 Site 2,15,-13.7370684475182,5.722890485259242,Site 2,Reef 1,48.48,0.040533018384152374,0.7202865143655992,0.46668366745506484
3,HCC,Reef1 Site 2,16,-13.7370684475182,5.722890485259242,Site 2,Reef 1,46.504921718185464,0,0.7328411763523645,0.45302457924009776
3,HCC,Reef1 Site 2,17,-13.7370684475182,5.722890485259242,Site 2,Reef 1,44.96,0,0.6177890542518928,0.47372538641752476
3,HCC,Reef1 Site 2,18,-13.7370684475182,5.722890485259242,Site 2,Reef 1,43.48127439267224,0,0.40523767943528416,0.5642517806722608
3,HCC,Reef1 Site 2,19,-13.7370684475182,5.722890485259242,Site 2,Reef 1,42.26275391409072,0,0.6070440365344598,0.4731258926844904
3,HCC,Reef1 Site 2,20,-13.7370684475182,5.722890485259242,Site 2,Reef 1,41.32,0,0.6067430450914792,0.5629644166269353
3,HCC,Reef1 Site 2,21,-13.7370684475182,5.722890485259242,Site 2,Reef 1,40.503560334528075,0,0.5890892805266685,0.5701453096454584
3,HCC,Reef1 Site 2,22,-13.7370684475182,5.722890485259242,Site 2,Reef 1,39.6569409875552,0,0.7014099114118457,0.3761608806029957
3,HCC,Reef1 Site 2,23,-13.7370684475182,5.722890485259242,Site 2,Reef 1,38.68,0,0.5748887322552682,0.5253472140704079
3,HCC,Reef1 Site 2,24,-13.7370684475182,5.722890485259242,Site 2,Reef 1,38.102461170848265,0,0.5220024552149168,0.46390519686152165
3,HCC,Reef1 Site 2,25,-13.7370684475182,5.722890485259242,Site 2,Reef 1,37.77154556403051,0,0.49231018041182145,0.43115257925531686
3,HCC,Reef1 Site 2,26,-13.7370684475182,5.722890485259242,Site 2,Reef 1,37.55891676622859,0,0.49542856630845117,0.58998358451722
3,HCC,Reef1 Site 2,27,-13.7370684475182,5.722890485259242,Site 2,Reef 1,37.0231302270012,0.028118214893176136,0.7594934222425205,0.40705805976934756
3,HCC,Reef1 Site 2,28,-13.7370684475182,5.722890485259242,Site 2,Reef 1,36.8,0,0.8108880247287423,0.6538013184016239
3,HCC,Reef1 Site 2,29,-13.7370684475182,5.722890485259242,Site 2,Reef 1,36.506287450432865,0,0.6212663564612656,0.5985958337900337
3,HCC,Reef1 Site 2,30,-13.7370684475182,5.722890485259242,Site 2,Reef 1,36.42651000871157,0,0.7185952467328309,0.507996814545708
3,HCC,Reef1 Site 3,1,-13.747068447518199,5.722890485259242,Site 3,Reef 1,57.17710156563629,0,0.41404449654631387,0.44206807306665247
3,HCC,Reef1 Site 3,2,-13.747068447518199,5.722890485259242,Site 3,Reef 1,62.138402248093136,0,0.43290595687360645,0.3866360979501882
3,HCC,Reef1 Site 3,3,-13.747068447518199,5.722890485259242,Site 3,Reef 1,63.2,0,0.34677765986467785,0.5265466206666669
3,HCC,Reef1 Site 3,4,-13.747068447518199,5.722890485259242,Site 3,Reef 1,63.6978892871366,0,0.4106350795353852,0.4279912669105507
3,HCC,Reef1 Site 3,5,-13.747068447518199,5.722890485259242,Site 3,Reef 1,64.71969211343233,0,0.37719908500973415,0.5540649492276692
3,HCC,Reef1 Site 3,6,-13.747068447518199,5.722890485259242,Site 3,Reef 1,64.20038231780167,0,0.4596317715357058,0.4970795604852266
3,HCC,Reef1 Site 3,7,-13.747068447518199,5.722890485259242,Site 3,Reef 1,62.967582988124036,0,0.42011207319865285,0.609463945496337
3,HCC,Reef1 Site 3,8,-13.747068447518199,5.722890485259242,Site 3,Reef 1,61.367434765154556,0,0.40725896682810986,0.7360381991716892
3,HCC,Reef1 Site 3,9,-13.747068447518199,5.722890485259242,Site 3,Reef 1,58.8,0,0.5084322689380023,0.2881140660162782
3,HCC,Reef1 Site 3,10,-13.747068447518199,5.722890485259242,Site 3,Reef 1,56.775284865419934,0,0.3581938688816208,0.4963051550163935
3,HCC,Reef1 Site 3,11,-13.747068447518199,5.722890485259242,Site 3,Reef 1,54.160000000000004,0,0.5093333765603927,0.46607629463251504
3,HCC,Reef1 Site 3,12,-13.747068447518199,5.722890485259242,Site 3,Reef 1,54.96,0.32893380716772325,0.3906069198723462,0.6981063837833654
3,HCC,Reef1 Site 3,13,-13.747068447518199,5.722890485259242,Site 3,Reef 1,52.438851575748366,0,0.4141917297368604,0.6266146297504981
3,HCC,Reef1 Site 3,14,-13.747068447518199,5.722890485259242,Site 3,Reef 1,49.924939192482825,0,0.44248641677597605,0.43211609533636286
3,HCC,Reef1 Site 3,15,-13.747068447518199,5.722890485259242,Site 3,Reef 1,48.595329889313994,0.0415534570224286,0.7213413188648032,0.46836158699953023
3,HCC,Reef1 Site 3,16,-13.747068447518199,5.722890485259242,Site 3,Reef 1,46.95754741441951,0,0.733901932488803,0.4543072068374947
3,HCC,Reef1 Site 3,17,-13.747068447518199,5.722890485259242,Site 3,Reef 1,45.385355279004415,0,0.6184323365110747,0.4749538256238434
3,HCC,Reef1 Site 3,18,-13.747068447518199,5.722890485259242,Site 3,Reef 1,43.93795300677021,0,0.40524419474552426,0.5672198842482424
3,HCC,Reef1 Site 3,19,-13.747068447518199,5.722890485259242,Site 3,Reef 1,42.72285145360414,0,0.6074693860083143,0.4731593107533745
3,HCC,Reef1 Site 3,20,-13.747068447518199,5.722890485259242,Site 3,Reef 1,41.480000000000004,0,0.6047294329656601,0.5630053697498317
3,HCC,Reef1 Site 3,21,-13.747068447518199,5.722890485259242,Site 3,Reef 1,40.7005336519315,0,0.58872193322099,0.56902383271103
3,HCC,Reef1 Site 3,22,-13.747068447518199,5.722890485259242,Site 3,Reef 1,39.721633893166334,0,0.7020840815994918,0.3754171795213208
3,HCC,Reef1 Site 3,23,-13.747068447518199,5.722890485259242,Site 3,Reef 1,39.13986350863107,0,0.5763362845845348,0.5250450067845405
3,HCC,Reef1 Site 3,24,-13.747068447518199,5.722890485259242,Site 3,Reef 1,38.32,0,0.5215821782616014,0.4640751270206781
3,HCC,Reef1 Site 3,25,-13.747068447518199,5.722890485259242,Site 3,Reef 1,37.77323775388292,0,0.49208062828511817,0.43367037434213696
3,HCC,Reef1 Site 3,26,-13.747068447518199,5.722890485259242,Site 3,Reef 1,37.494846674631624,0,0.4968110207820832,0.591624496821167
3,HCC,Reef1 Site 3,27,-13.747068447518199,5.722890485259242,Site 3,Reef 1,37.373763440860216,0.027086101009174354,0.7597777098686925,0.4082244616742313
3,HCC,Reef1 Site 3,28,-13.747068447518199,5.722890485259242,Site 3,Reef 1,37.18225408203903,0,0.8112721753991142,0.6537757527473275
3,HCC,Reef1 Site 3,29,-13.747068447518199,5.722890485259242,Site 3,Reef 1,36.72810832337714,0,0.6217980286309026,0.5976734263263084
3,HCC,Reef1 Site 3,30,-13.747068447518199,5.722890485259242,Site 3,Reef 1,36.545936992448,0,0.7205094926354546,0.5087249292020809
3,HCC,Reef10 Site 1,1,-13.1470684475182,4.252890485259242,Site 1,Reef 10,51.44,0,0.3037140376166831,0.3469468609812497
3,HCC,Reef10 Site 1,2,-13.1470684475182,4.252890485259242,Site 1,Reef 10,51.74983540746688,0.16523482627623048,0.35728447360567145,0.3965793075977968
3,HCC,Reef10 Site 1,3,-13.1470684475182,4.252890485259242,Site 1,Reef 10,57.612753116316306,0,0.4628540499385736,0.44111417229187644
3,HCC,Reef10 Site 1,4,-13.1470684475182,4.252890485259242,Site 1,Reef 10,56.12252107587314,0.2845874481695334,0.3826429569997181,0.7065461239595572
3,HCC,Reef10 Site 1,5,-13.1470684475182,4.252890485259242,Site 1,Reef 10,59.50678137991313,0,0.4515655438935299,0.5190007423871509
3,HCC,Reef10 Site 1,6,-13.1470684475182,4.252890485259242,Site 1,Reef 10,61.88,0,0.5255439903616056,0.5481585016491761
3,HCC,Reef10 Site 1,7,-13.1470684475182,4.252890485259242,Site 1,Reef 10,64.04,0,0.47113643407601363,0.7421479934840892
3,HCC,Reef10 Site 1,8,-13.1470684475182,4.252890485259242,Site 1,Reef 10,65.18360812425328,0,0.367735807285343,0.49835456880165446
3,HCC,Reef10 Site 1,9,-13.1470684475182,4.252890485259242,Site 1,Reef 10,63.464484269215454,0.3282993062347172,0.42291698603956,0.32584981097997695
3,HCC,Reef10 Site 1,10,-13.1470684475182,4.252890485259242,Site 1,Reef 10,64.3373636001593,0,0.5651852891253513,0.4180658669503037
3,HCC,Reef10 Site 1,11,-13.1470684475182,4.252890485259242,Site 1,Reef 10,62.91595380326563,0,0.45123257262487065,0.48968774719762537
3,HCC,Reef10 Site 1,12,-13.1470684475182,4.252890485259242,Site 1,Reef 10,61.52,0,0.27828632506357076,0.628116356570812
3,HCC,Reef10 Site 1,13,-13.1470684475182,4.252890485259242,Site 1,Reef 10,59.83351301003805,0,0.4287424091689709,0.600132077576756
3,HCC,Reef10 Site 1,14,-13.1470684475182,4.252890485259242,Site 1,Reef 10,58.40234443998394,0,0.6036904969201441,0.49935698495711023
3,HCC,Reef10 Site 1,15,-13.1470684475182,4.252890485259242,Site 1,Reef 10,55.82064516129032,0,0.7768317977003204,0.4570105267078896
3,HCC,Reef10 Site 1,16,-13.1470684475182,4.252890485259242,Site 1,Reef 10,53.98068245684464,0,0.6575288882351745,0.5354461024340402
3,HCC,Reef10 Site 1,17,-13.1470684475182,4.252890485259242,Site 1,Reef 10,51.998072481083234,0,0.5853044324730112,0.5067509730381211
3,HCC,Reef10 Site 1,18,-13.1470684475182,4.252890485259242,Site 1,Reef 10,49.332221277363146,0,0.4176927655784858,0.6319206372930282
3,HCC,Reef10 Site 1,19,-13.1470684475182,4.252890485259242,Site 1,Reef 10,47.48,0,0.5109033831715448,0.5970003635605025
3,HCC,Reef10 Site 1,20,-13.1470684475182,4.252890485259242,Site 1,Reef 10,46.21848253713368,0,0.5405706397419868,0.6548461446607184
3,HCC,Reef10 Site 1,21,-13.1470684475182,4.252890485259242,Site 1,Reef 10,44,0,0.5603085734380658,0.5322782199139452
3,HCC,Reef10 Site 1,22,-13.1470684475182,4.252890485259242,Site 1,Reef 10,42.839999999999996,0,0.5908234209411473,0.4711769866831695
3,HCC,Reef10 Site 1,23,-13.1470684475182,4.252890485259242,Site 1,Reef 10,42.08,0,0.6469057883883269,0.5693178700293396
3,HCC,Reef10 Site 1,24,-13.1470684475182,4.252890485259242,Site 1,Reef 10,40.78868976503385,0,0.6007256205049201,0.6344634730750912
3,HCC,Reef10 Site 1,25,-13.1470684475182,4.252890485259242,Site 1,Reef 10,39.96,0,0.5198331463875518,0.5269242642356377
3,HCC,Reef10 Site 1,26,-13.1470684475182,4.252890485259242,Site 1,Reef 10,39.160000000000004,0,0.42607983469346644,0.6433571378233331
3,HCC,Reef10 Site 1,27,-13.1470684475182,4.252890485259242,Site 1,Reef 10,39.412846246487355,0.253654904486951,0.7176944286225054,0.5180765106180567
3,HCC,Reef10 Site 1,28,-13.1470684475182,4.252890485259242,Site 1,Reef 10,39.0276033721397,0,0.7451905190379627,0.746867344272946
3,HCC,Reef10 Site 1,29,-13.1470684475182,4.252890485259242,Site 1,Reef 10,38.331112003211565,0,0.6329914857801567,0.5699280548538589
3,HCC,Reef10 Site 1,30,-13.1470684475182,4.252890485259242,Site 1,Reef 10,37.800000000000004,0,0.6518682034876916,0.6031777139333501
3,HCC,Reef10 Site 2,1,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,55.480000000000004,0,0.30691213293517394,0.3532227131094745
3,HCC,Reef10 Site 2,2,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,56.69964157706093,0.2538057033952299,0.3643206997341922,0.4174701155901873
3,HCC,Reef10 Site 2,3,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,61.28,0,0.484209347082731,0.47413760691407025
3,HCC,Reef10 Site 2,4,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,60.8,0.27551388433122215,0.3601711632115431,0.6997977840645858
3,HCC,Reef10 Site 2,5,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,62.520732775786534,0,0.4726394934662792,0.5036598629419394
3,HCC,Reef10 Site 2,6,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,64.63120032115616,0,0.5156026090647589,0.578436765972696
3,HCC,Reef10 Site 2,7,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,67.9551023685267,0,0.48728378609092776,0.7339758289498934
3,HCC,Reef10 Site 2,8,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,67.27250100361302,0,0.3864737442120382,0.49401413119770415
3,HCC,Reef10 Site 2,9,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,67.17759935768768,0.33626850181234896,0.40389979538482274,0.3477528062959432
3,HCC,Reef10 Site 2,10,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,67.43705296694544,0,0.570165779004405,0.4292740251245034
3,HCC,Reef10 Site 2,11,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,66.2,0,0.4417575680463184,0.4693567677144646
3,HCC,Reef10 Site 2,12,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,65.18403853873947,0,0.26678486203163676,0.6139751600098944
3,HCC,Reef10 Site 2,13,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,63.439362803663876,0,0.42347448329166815,0.6240705075934845
3,HCC,Reef10 Site 2,14,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,60.45045001991238,0,0.5999284240880925,0.5229467934192117
3,HCC,Reef10 Site 2,15,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,58.74121863799283,0,0.7361189575612791,0.4541629687907989
3,HCC,Reef10 Site 2,16,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,57.110911645124354,0,0.6491606693470866,0.5361420217199223
3,HCC,Reef10 Site 2,17,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,54.052509032517065,0,0.6075923276635152,0.5090030704694233
3,HCC,Reef10 Site 2,18,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,51.49037037037037,0,0.4103113809444253,0.6247203845139079
3,HCC,Reef10 Site 2,19,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,49.607017262143714,0,0.5096742304575919,0.5932312851957767
3,HCC,Reef10 Site 2,20,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,47.42694500200722,0,0.5192554002633896,0.6543997856075714
3,HCC,Reef10 Site 2,21,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,45.81775993576877,0,0.5507871565116281,0.48959618671171756
3,HCC,Reef10 Site 2,22,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,44.06333199518266,0,0.5807393343337385,0.4602880514070686
3,HCC,Reef10 Site 2,23,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,42.64,0,0.6651579493782384,0.5756106144705636
3,HCC,Reef10 Site 2,24,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,41.70727200318598,0,0.6171278907904013,0.6136859734999512
3,HCC,Reef10 Site 2,25,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,40.629390681003585,0,0.5338597886924475,0.5312983555024039
3,HCC,Reef10 Site 2,26,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,39.7732798073063,0,0.45156146847863343,0.6563735759437084
3,HCC,Reef10 Site 2,27,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,39.81309438470729,0.15794025230048664,0.734958851611204,0.4915064156014358
3,HCC,Reef10 Site 2,28,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,39.19379177384262,0,0.7254041259122918,0.7431990984894333
3,HCC,Reef10 Site 2,29,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,38.53311946583967,0,0.6347126119279654,0.5685129253661321
3,HCC,Reef10 Site 2,30,-13.1370684475182,4.1228904852592425,Site 2,Reef 10,38.01502190362405,0,0.65791410217453,0.6113653063156493
3,HCC,Reef10 Site 3,1,-12.8070684475182,4.252890485259242,Site 3,Reef 10,53.311569650742676,0,0.3151833092215589,0.3720977280579245
3,HCC,Reef10 Site 3,2,-12.8070684475182,4.252890485259242,Site 3,Reef 10,54.76656312226205,0.28275556657261697,0.32697231519491476,0.37973561319891724
3,HCC,Reef10 Site 3,3,-12.8070684475182,4.252890485259242,Site 3,Reef 10,58.261393866985266,0,0.47191129999493137,0.3931360057646818
3,HCC,Reef10 Site 3,4,-12.8070684475182,4.252890485259242,Site 3,Reef 10,59.438614309003455,0.2082445233864326,0.4001606614429293,0.7284984497186672
3,HCC,Reef10 Site 3,5,-12.8070684475182,4.252890485259242,Site 3,Reef 10,62.90230429546367,0,0.4500583427958922,0.5469835959934897
3,HCC,Reef10 Site 3,6,-12.8070684475182,4.252890485259242,Site 3,Reef 10,64.49631222620471,0,0.5309156878374623,0.5662202125994216
3,HCC,Reef10 Site 3,7,-12.8070684475182,4.252890485259242,Site 3,Reef 10,66.23968166402634,0,0.43518646276644624,0.7098380540003517
3,HCC,Reef10 Site 3,8,-12.8070684475182,4.252890485259242,Site 3,Reef 10,67.4637494981935,0,0.368866554153112,0.46833155032335144
3,HCC,Reef10 Site 3,9,-12.8070684475182,4.252890485259242,Site 3,Reef 10,66.61721397029307,0.12537994663281524,0.4487466283445173,0.3137240980304546
3,HCC,Reef10 Site 3,10,-12.8070684475182,4.252890485259242,Site 3,Reef 10,66.30476114010438,0,0.5609233795302966,0.388672739077267
3,HCC,Reef10 Site 3,11,-12.8070684475182,4.252890485259242,Site 3,Reef 10,65.3342413381123,0,0.440737814452821,0.48616505599081455
3,HCC,Reef10 Site 3,12,-12.8070684475182,4.252890485259242,Site 3,Reef 10,63.35189167662286,0,0.2792060603122567,0.6271985945265315
3,HCC,Reef10 Site 3,13,-12.8070684475182,4.252890485259242,Site 3,Reef 10,60.839999999999996,0,0.4339374329669663,0.5696823179355677
3,HCC,Reef10 Site 3,14,-12.8070684475182,4.252890485259242,Site 3,Reef 10,58.73300682456844,0,0.5806461991762137,0.5087988726128392
3,HCC,Reef10 Site 3,15,-12.8070684475182,4.252890485259242,Site 3,Reef 10,56.42407610288316,0,0.7370658933847843,0.47983251064860866
3,HCC,Reef10 Site 3,16,-12.8070684475182,4.252890485259242,Site 3,Reef 10,53.56078593090442,0,0.6349685906560001,0.5188719860236768
3,HCC,Reef10 Site 3,17,-12.8070684475182,4.252890485259242,Site 3,Reef 10,51.54443797591681,0,0.5378719461260482,0.4650675573746269
3,HCC,Reef10 Site 3,18,-12.8070684475182,4.252890485259242,Site 3,Reef 10,49.26980485862207,0,0.3741197977855657,0.6085831833653977
3,HCC,Reef10 Site 3,19,-12.8070684475182,4.252890485259242,Site 3,Reef 10,47.054050179211465,0,0.47403383304128494,0.5827725852897845
3,HCC,Reef10 Site 3,20,-12.8070684475182,4.252890485259242,Site 3,Reef 10,45.44097952629466,0,0.5680487677942011,0.6361138426520248
3,HCC,Reef10 Site 3,21,-12.8070684475182,4.252890485259242,Site 3,Reef 10,43.86587017124652,0,0.5550396727352345,0.4180684204720966
3,HCC,Reef10 Site 3,22,-12.8070684475182,4.252890485259242,Site 3,Reef 10,42.637045363307905,0,0.5752475826057051,0.3788858775749736
3,HCC,Reef10 Site 3,23,-12.8070684475182,4.252890485259242,Site 3,Reef 10,41.635762644364796,0,0.5390400059120473,0.5279683257315455
3,HCC,Reef10 Site 3,24,-12.8070684475182,4.252890485259242,Site 3,Reef 10,40.60582898434364,0,0.6246046187188499,0.5881250236120686
3,HCC,Reef10 Site 3,25,-12.8070684475182,4.252890485259242,Site 3,Reef 10,39.69822381521306,0,0.547879575513703,0.4783151013849052
3,HCC,Reef10 Site 3,26,-12.8070684475182,4.252890485259242,Site 3,Reef 10,38.84,0,0.46273340179863304,0.6084031343165766
3,HCC,Reef10 Site 3,27,-12.8070684475182,4.252890485259242,Site 3,Reef 10,38.76928558901252,0.09617595904675841,0.6743186538277531,0.5185059224366951
3,HCC,Reef10 Site 3,28,-12.8070684475182,4.252890485259242,Site 3,Reef 10,38.28,0,0.7543674002375063,0.716156124799376
3,HCC,Reef10 Site 3,29,-12.8070684475182,4.252890485259242,Site 3,Reef 10,38.083083099156966,0,0.6516066470063631,0.601435568950482
3,HCC,Reef10 Site 3,30,-12.8070684475182,4.252890485259242,Site 3,Reef 10,37.49502190362406,0,0.6484035750493751,0.5766541729400132
3,HCC,Reef11 Site 1,1,-13.9070684475182,4.242890485259242,Site 1,Reef 11,47.46183990442055,0,0.4000614537198119,0.4659354109049593
3,HCC,Reef11 Site 1,2,-13.9070684475182,4.242890485259242,Site 1,Reef 11,47.910320716506945,0.013482169137540434,0.3362568375590133,0.4195276245256107
3,HCC,Reef11 Site 1,3,-13.9070684475182,4.242890485259242,Site 1,Reef 11,51.21510155316607,0,0.49693469806957186,0.5361037577670547
3,HCC,Reef11 Site 1,4,-13.9070684475182,4.242890485259242,Site 1,Reef 11,56,0,0.37448896036815327,0.5918521942170254
3,HCC,Reef11 Site 1,5,-13.9070684475182,4.242890485259242,Site 1,Reef 11,57.76424272102788,0,0.34781948041604216,0.4760028131939042
3,HCC,Reef11 Site 1,6,-13.9070684475182,4.242890485259242,Site 1,Reef 11,59.45828984343637,0.06986577935724952,0.4448174399377539,0.5449959835994652
